table	column	type	not_null	default	primary_key	indexes	foreign_keys
reviews	organization_id	TEXT	0		0	CREATE INDEX `reviews_organization_id_idx` ON `reviews` (`organization_id`); CREATE UNIQUE INDEX `reviews_google_review_scope_unique` ON `reviews` (`organization_id`,`site_id`,`location_id`,`google_review_id`)	group 0 organization_id -> products.organization_id ON DELETE RESTRICT; group 1 organization_id -> sites.organization_id ON DELETE CASCADE; group 8 organization_id -> organization.id ON DELETE CASCADE
reviews	site_id	TEXT	0		0	CREATE INDEX `idx_reviews_site_status` ON `reviews` (`site_id`,`status`,`created_at`) WHERE location_id IS NULL; CREATE UNIQUE INDEX `reviews_google_review_scope_unique` ON `reviews` (`organization_id`,`site_id`,`location_id`,`google_review_id`)	group 0 site_id -> products.site_id ON DELETE RESTRICT; group 1 site_id -> sites.id ON DELETE CASCADE; group 7 site_id -> sites.id ON DELETE CASCADE
reviews	location_id	TEXT	0		0	CREATE INDEX `idx_reviews_location_status` ON `reviews` (`location_id`,`status`,`created_at`); CREATE UNIQUE INDEX `reviews_google_review_scope_unique` ON `reviews` (`organization_id`,`site_id`,`location_id`,`google_review_id`)	group 0 location_id -> products.location_id ON DELETE RESTRICT; group 6 location_id -> business_locations.id ON DELETE CASCADE
reviews	customer_id	TEXT	0		0	CREATE INDEX `idx_reviews_customer_id` ON `reviews` (`customer_id`)	group 5 customer_id -> customers.id ON DELETE SET NULL
reviews	booking_id	TEXT	0		0		
reviews	booking_type	TEXT	0		0		
reviews	review_request_id	TEXT	0		0	CREATE INDEX `idx_reviews_request_id` ON `reviews` (`review_request_id`)	group 4 review_request_id -> review_requests.id ON DELETE SET NULL
reviews	user_id	TEXT	0		0		group 3 user_id -> user.id ON DELETE SET NULL
reviews	product_id	TEXT	0		0	CREATE INDEX `idx_reviews_product_status_created` ON `reviews` (`product_id`,`status`,`created_at`)	group 0 product_id -> products.id ON DELETE RESTRICT
reviews	author_name	TEXT	0		0		
reviews	rating	INTEGER	1		0		
reviews	title	TEXT	0		0		
reviews	content	TEXT	0		0		
reviews	google_review_id	TEXT	0		0	CREATE UNIQUE INDEX `reviews_google_review_scope_unique` ON `reviews` (`organization_id`,`site_id`,`location_id`,`google_review_id`)	
reviews	google_review_metadata	TEXT	0		0		
reviews	owner_reply	TEXT	0		0		
reviews	owner_reply_at	TEXT	0		0		
reviews	helpful_count	INTEGER	1	0	0		
reviews	status	TEXT	1	'pending'	0	CREATE INDEX `idx_reviews_product_status_created` ON `reviews` (`product_id`,`status`,`created_at`); CREATE INDEX `idx_reviews_site_status` ON `reviews` (`site_id`,`status`,`created_at`) WHERE location_id IS NULL; CREATE INDEX `idx_reviews_location_status` ON `reviews` (`location_id`,`status`,`created_at`)	
reviews	source	TEXT	1	'direct'	0		
reviews	entered_by_user_id	TEXT	0		0		group 2 entered_by_user_id -> user.id ON DELETE SET NULL
reviews	collection_method	TEXT	0		0		
reviews	original_review_date	TEXT	0		0		
reviews	original_reference	TEXT	0		0		
reviews	publication_authorized	INTEGER	1	0	0		
reviews	ip_hash	TEXT	0		0		
reviews	user_agent	TEXT	0		0		
reviews	created_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	CREATE INDEX `idx_reviews_product_status_created` ON `reviews` (`product_id`,`status`,`created_at`); CREATE INDEX `idx_reviews_site_status` ON `reviews` (`site_id`,`status`,`created_at`) WHERE location_id IS NULL; CREATE INDEX `idx_reviews_location_status` ON `reviews` (`location_id`,`status`,`created_at`)	
reviews	updated_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
session	id	TEXT	1		1	sqlite_autoindex_session_1	
session	expiresAt	INTEGER	1		0		
session	token	TEXT	1		0	CREATE UNIQUE INDEX `session_token_unique` ON `session` (`token`)	
session	createdAt	INTEGER	1	unixepoch()	0		
session	updatedAt	INTEGER	1	unixepoch()	0		
session	ipAddress	TEXT	0		0		
session	userAgent	TEXT	0		0		
session	activeOrganizationId	TEXT	0		0		
session	activeTeamId	TEXT	0		0		
session	impersonatedBy	TEXT	0		0		
session	userId	TEXT	1		0	CREATE INDEX `session_userId_idx` ON `session` (`userId`)	group 0 userId -> user.id ON DELETE CASCADE
site_domains	id	TEXT	1		1	sqlite_autoindex_site_domains_1	
site_domains	organization_id	TEXT	0		0	CREATE INDEX `site_domains_org_site_idx` ON `site_domains` (`organization_id`,`site_id`)	group 0 organization_id -> sites.organization_id ON DELETE CASCADE; group 2 organization_id -> organization.id ON DELETE CASCADE
site_domains	site_id	TEXT	0		0	CREATE UNIQUE INDEX `site_domains_one_active_subdomain` ON `site_domains` (`site_id`) WHERE type = 'subdomain' AND status = 'active'; CREATE UNIQUE INDEX `idx_site_domains_one_canonical` ON `site_domains` (`site_id`) WHERE role = 'canonical' AND status = 'active'; CREATE INDEX `site_domains_org_site_idx` ON `site_domains` (`organization_id`,`site_id`)	group 0 site_id -> sites.id ON DELETE CASCADE; group 1 site_id -> sites.id ON DELETE CASCADE
site_domains	former_site_id	TEXT	0		0		
site_domains	successor_domain	TEXT	0		0		
site_domains	retired_at	TEXT	0		0		
site_domains	reconciliation_token	TEXT	0		0		
site_domains	reconciliation_expires_at	TEXT	0		0		
site_domains	desired_state	TEXT	1	'active'	0		
site_domains	domain	TEXT	1		0	CREATE UNIQUE INDEX `site_domains_domain_unique` ON `site_domains` (`domain`)	
site_domains	type	TEXT	1		0		
site_domains	role	TEXT	1	'secondary'	0		
site_domains	status	TEXT	1	'pending'	0	CREATE INDEX `idx_site_domains_reconcile` ON `site_domains` (`status`,`next_check_at`)	
site_domains	cloudflare_hostname_id	TEXT	0		0	CREATE UNIQUE INDEX `site_domains_cloudflare_hostname_id_unique` ON `site_domains` (`cloudflare_hostname_id`)	
site_domains	cloudflare_hostname_status	TEXT	0		0		
site_domains	cloudflare_ssl_status	TEXT	0		0		
site_domains	ownership_validation_name	TEXT	0		0		
site_domains	ownership_validation_type	TEXT	0		0		
site_domains	ownership_validation_value	TEXT	0		0		
site_domains	ssl_validation_name	TEXT	0		0		
site_domains	ssl_validation_type	TEXT	0		0		
site_domains	ssl_validation_value	TEXT	0		0		
site_domains	ssl_validation_name_2	TEXT	0		0		
site_domains	ssl_validation_type_2	TEXT	0		0		
site_domains	ssl_validation_value_2	TEXT	0		0		
site_domains	validation_strategy	TEXT	1	'http_auto'	0		
site_domains	dcv_delegation_name	TEXT	0		0		
site_domains	dcv_delegation_type	TEXT	0		0		
site_domains	dcv_delegation_value	TEXT	0		0		
site_domains	dns_target	TEXT	0		0		
site_domains	dns_status	TEXT	1	'pending'	0		
site_domains	dns_last_resolved_at	TEXT	0		0		
site_domains	dns_resolved_target	TEXT	0		0		
site_domains	last_synced_at	TEXT	0		0		
site_domains	next_check_at	TEXT	0		0	CREATE INDEX `idx_site_domains_reconcile` ON `site_domains` (`status`,`next_check_at`)	
site_domains	retry_count	INTEGER	1	0	0		
site_domains	activated_at	TEXT	0		0		
site_domains	certificate_last_active_at	TEXT	0		0		
site_domains	renewal_issue_started_at	TEXT	0		0		
site_domains	renewal_notification_sent_at	TEXT	0		0		
site_domains	certificate_expires_at	TEXT	0		0		
site_domains	error_message	TEXT	0		0		
site_domains	metadata	TEXT	0		0		
site_domains	created_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
site_domains	updated_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
site_locales	id	TEXT	1		1	sqlite_autoindex_site_locales_1	
site_locales	organization_id	TEXT	1		0	CREATE UNIQUE INDEX `site_locales_organization_id_site_id_locale_unique` ON `site_locales` (`organization_id`,`site_id`,`locale`); CREATE UNIQUE INDEX `idx_site_locales_one_source_per_site` ON `site_locales` (`organization_id`,`site_id`) WHERE is_source = 1; CREATE UNIQUE INDEX `site_locales_secondary_published_unique` ON `site_locales` (`organization_id`,`site_id`) WHERE is_source = 0 AND status = 'published'	group 0 organization_id -> sites.organization_id ON DELETE CASCADE; group 2 organization_id -> organization.id ON DELETE CASCADE
site_locales	site_id	TEXT	1		0	CREATE UNIQUE INDEX `site_locales_organization_id_site_id_locale_unique` ON `site_locales` (`organization_id`,`site_id`,`locale`); CREATE UNIQUE INDEX `idx_site_locales_one_source_per_site` ON `site_locales` (`organization_id`,`site_id`) WHERE is_source = 1; CREATE UNIQUE INDEX `site_locales_secondary_published_unique` ON `site_locales` (`organization_id`,`site_id`) WHERE is_source = 0 AND status = 'published'	group 0 site_id -> sites.id ON DELETE CASCADE; group 1 site_id -> sites.id ON DELETE CASCADE
site_locales	locale	TEXT	1		0	CREATE UNIQUE INDEX `site_locales_organization_id_site_id_locale_unique` ON `site_locales` (`organization_id`,`site_id`,`locale`)	
site_locales	label	TEXT	0		0		
site_locales	is_source	INTEGER	1	0	0		
site_locales	status	TEXT	1	'disabled'	0		
site_locales	activated_at	TEXT	0		0		
site_locales	disabled_at	TEXT	0		0		
site_locales	created_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
site_locales	updated_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
site_redirects	id	TEXT	1		1	sqlite_autoindex_site_redirects_1	
site_redirects	organization_id	TEXT	1		0	CREATE INDEX `site_redirects_organization_id_idx` ON `site_redirects` (`organization_id`)	group 0 organization_id -> sites.organization_id ON DELETE CASCADE; group 2 organization_id -> organization.id ON DELETE CASCADE
site_redirects	site_id	TEXT	1		0	CREATE UNIQUE INDEX `site_redirects_site_locale_from_path_unique` ON `site_redirects` (`site_id`,`locale`,`from_path`)	group 0 site_id -> sites.id ON DELETE CASCADE; group 1 site_id -> sites.id ON DELETE CASCADE
site_redirects	locale	TEXT	1		0	CREATE UNIQUE INDEX `site_redirects_site_locale_from_path_unique` ON `site_redirects` (`site_id`,`locale`,`from_path`)	
site_redirects	owner_type	TEXT	0		0	CREATE INDEX `site_redirects_owner_idx` ON `site_redirects` (`owner_type`,`owner_id`)	
site_redirects	owner_id	TEXT	0		0	CREATE INDEX `site_redirects_owner_idx` ON `site_redirects` (`owner_type`,`owner_id`)	
site_redirects	from_path	TEXT	1		0	CREATE UNIQUE INDEX `site_redirects_site_locale_from_path_unique` ON `site_redirects` (`site_id`,`locale`,`from_path`)	
site_redirects	to_path	TEXT	0		0		
site_redirects	status_code	INTEGER	1	301	0		
site_redirects	behavior	TEXT	1	'redirect'	0		
site_redirects	reason	TEXT	0		0		
site_redirects	source	TEXT	1	'manual'	0		
site_redirects	created_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
site_redirects	updated_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
site_transfer_requests	id	TEXT	1		1	sqlite_autoindex_site_transfer_requests_1	
site_transfer_requests	site_id	TEXT	1		0	CREATE INDEX `idx_site_transfer_site` ON `site_transfer_requests` (`site_id`,`status`); CREATE UNIQUE INDEX `idx_site_transfer_pending` ON `site_transfer_requests` (`site_id`) WHERE status = 'pending'	group 3 site_id -> sites.id ON DELETE CASCADE
site_transfer_requests	from_organization_id	TEXT	1		0		
site_transfer_requests	to_email	TEXT	1		0		
site_transfer_requests	token	TEXT	1		0	CREATE UNIQUE INDEX `idx_site_transfer_token` ON `site_transfer_requests` (`token`)	
site_transfer_requests	status	TEXT	1	'pending'	0	CREATE INDEX `idx_site_transfer_site` ON `site_transfer_requests` (`site_id`,`status`); CREATE INDEX `idx_site_transfer_reminders` ON `site_transfer_requests` (`status`,`requires_payment`,`created_at`)	
site_transfer_requests	initiated_by_user_id	TEXT	1		0		group 2 initiated_by_user_id -> user.id ON DELETE RESTRICT
site_transfer_requests	accepted_by_user_id	TEXT	0		0		group 1 accepted_by_user_id -> user.id ON DELETE SET NULL
site_transfer_requests	claiming_user_id	TEXT	0		0		group 0 claiming_user_id -> user.id ON DELETE SET NULL
site_transfer_requests	claiming_organization_id	TEXT	0		0		
site_transfer_requests	message	TEXT	0		0		
site_transfer_requests	invited_plan	TEXT	0		0		
site_transfer_requests	invited_coupon	TEXT	0		0		
site_transfer_requests	invited_domain	TEXT	0		0		
site_transfer_requests	requires_payment	INTEGER	1	0	0	CREATE INDEX `idx_site_transfer_reminders` ON `site_transfer_requests` (`status`,`requires_payment`,`created_at`)	
site_transfer_requests	stripe_checkout_session_id	TEXT	0		0		
site_transfer_requests	payment_completed_at	TEXT	0		0		
site_transfer_requests	created_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	CREATE INDEX `idx_site_transfer_reminders` ON `site_transfer_requests` (`status`,`requires_payment`,`created_at`)	
site_transfer_requests	completed_at	TEXT	0		0		
site_transfer_requests	last_reminder_at	TEXT	0		0		
site_transfer_requests	reminder_count	INTEGER	1	0	0		
site_transfer_requests	invited_interval	TEXT	1	'month'	0		
sites	id	TEXT	1		1	CREATE UNIQUE INDEX `sites_organization_id_id_unique` ON `sites` (`organization_id`,`id`); sqlite_autoindex_sites_1	
sites	settings_json	TEXT	1	'{"config":{"default_timezone":"UTC"}}'	0		
sites	integrations_json	TEXT	1	'{}'	0		
sites	organization_id	TEXT	1		0	CREATE UNIQUE INDEX `sites_organization_id_id_unique` ON `sites` (`organization_id`,`id`)	group 1 organization_id -> organization.id ON DELETE CASCADE
sites	theme_id	TEXT	1	'saya-theme-v1'	0		
sites	slug	TEXT	1		0	CREATE UNIQUE INDEX `sites_slug_unique` ON `sites` (`slug`)	
sites	subdomain	TEXT	0		0	CREATE UNIQUE INDEX `sites_subdomain_unique` ON `sites` (`subdomain`)	
sites	brand_name	TEXT	0		0		
sites	brand_description	TEXT	0		0		
sites	contact_email	TEXT	0		0		
sites	contact_phone	TEXT	0		0		
sites	default_currency	TEXT	1	'THB'	0		
sites	status	TEXT	1	'active'	0		
sites	onboarding_status	TEXT	1	'pending'	0		
sites	url_structure	TEXT	1	'location_subdirectories'	0		
sites	vertical	TEXT	1	'restaurant'	0		
sites	last_published_at	TEXT	0		0		
sites	created_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	CREATE INDEX `sites_created_at_idx` ON `sites` (`created_at`)	
sites	updated_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
sites	updated_by	TEXT	0		0		
sites	seo_title	TEXT	0		0		
sites	seo_description	TEXT	0		0		
sites	canonical_url	TEXT	0		0		
sites	robots	TEXT	0		0		
sites	social_facebook_url	TEXT	0		0		
sites	social_instagram_url	TEXT	0		0		
sites	social_tiktok_url	TEXT	0		0		
sites	team_id	TEXT	0		0		group 0 team_id -> team.id ON DELETE SET NULL
sites	feature_overrides	TEXT	0		0		
sites	analytics_data_start_at	TEXT	0		0		
stripe_ga4_subscription_intents	id	TEXT	1		1	sqlite_autoindex_stripe_ga4_subscription_intents_1	
stripe_ga4_subscription_intents	organization_id	TEXT	1		0	CREATE INDEX `stripe_ga4_subscription_intents_organization_idx` ON `stripe_ga4_subscription_intents` (`organization_id`,`status`,`created_at`)	group 2 organization_id -> organization.id ON DELETE CASCADE
stripe_ga4_subscription_intents	user_id	TEXT	1		0		group 1 user_id -> user.id ON DELETE CASCADE
stripe_ga4_subscription_intents	stripe_subscription_id	TEXT	0		0	CREATE INDEX `stripe_ga4_subscription_intents_subscription_idx` ON `stripe_ga4_subscription_intents` (`stripe_subscription_id`,`status`,`created_at`)	
stripe_ga4_subscription_intents	action	TEXT	1		0		
stripe_ga4_subscription_intents	site_id	TEXT	0		0		group 0 site_id -> sites.id ON DELETE SET NULL
stripe_ga4_subscription_intents	client_id	TEXT	0		0		
stripe_ga4_subscription_intents	session_id	TEXT	0		0		
stripe_ga4_subscription_intents	session_captured_at	INTEGER	0		0		
stripe_ga4_subscription_intents	previous_price_id	TEXT	0		0		
stripe_ga4_subscription_intents	new_price_id	TEXT	0		0		
stripe_ga4_subscription_intents	effective_timing	TEXT	1	'immediate'	0		
stripe_ga4_subscription_intents	source	TEXT	1	'browser'	0		
stripe_ga4_subscription_intents	status	TEXT	1	'pending'	0	CREATE INDEX `stripe_ga4_subscription_intents_expiry_idx` ON `stripe_ga4_subscription_intents` (`status`,`expires_at`); CREATE INDEX `stripe_ga4_subscription_intents_organization_idx` ON `stripe_ga4_subscription_intents` (`organization_id`,`status`,`created_at`); CREATE INDEX `stripe_ga4_subscription_intents_subscription_idx` ON `stripe_ga4_subscription_intents` (`stripe_subscription_id`,`status`,`created_at`)	
stripe_ga4_subscription_intents	lifecycle_sent_at	TEXT	0		0		
stripe_ga4_subscription_intents	consumed_at	TEXT	0		0		
stripe_ga4_subscription_intents	consumed_event_id	TEXT	0		0		
stripe_ga4_subscription_intents	expires_at	TEXT	1		0	CREATE INDEX `stripe_ga4_subscription_intents_expiry_idx` ON `stripe_ga4_subscription_intents` (`status`,`expires_at`)	
stripe_ga4_subscription_intents	created_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	CREATE INDEX `stripe_ga4_subscription_intents_organization_idx` ON `stripe_ga4_subscription_intents` (`organization_id`,`status`,`created_at`); CREATE INDEX `stripe_ga4_subscription_intents_subscription_idx` ON `stripe_ga4_subscription_intents` (`stripe_subscription_id`,`status`,`created_at`)	
stripe_ga4_subscription_intents	updated_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
stripe_invoice_payments	stripe_invoice_id	TEXT	1		1	sqlite_autoindex_stripe_invoice_payments_1	
stripe_invoice_payments	organization_id	TEXT	1		0	CREATE INDEX `stripe_invoice_payments_organization_idx` ON `stripe_invoice_payments` (`organization_id`,`period_end`)	group 0 organization_id -> organization.id ON DELETE CASCADE
stripe_invoice_payments	stripe_subscription_id	TEXT	1		0	CREATE INDEX `stripe_invoice_payments_subscription_idx` ON `stripe_invoice_payments` (`stripe_subscription_id`,`period_end`)	
stripe_invoice_payments	base_plan_price_id	TEXT	0		0		
stripe_invoice_payments	status	TEXT	1		0		
stripe_invoice_payments	period_start	TEXT	0		0		
stripe_invoice_payments	period_end	TEXT	0		0	CREATE INDEX `stripe_invoice_payments_subscription_idx` ON `stripe_invoice_payments` (`stripe_subscription_id`,`period_end`); CREATE INDEX `stripe_invoice_payments_organization_idx` ON `stripe_invoice_payments` (`organization_id`,`period_end`)	
stripe_invoice_payments	past_due_since	TEXT	0		0		
stripe_invoice_payments	last_event_created	INTEGER	1		0		
stripe_invoice_payments	last_event_id	TEXT	1		0		
stripe_invoice_payments	ga4_purchase_status	TEXT	1	'pending'	0		
stripe_invoice_payments	ga4_purchase_event_id	TEXT	0		0		
stripe_invoice_payments	ga4_purchase_attempt_count	INTEGER	1	0	0		
stripe_invoice_payments	ga4_purchase_claimed_at	TEXT	0		0		
stripe_invoice_payments	ga4_purchase_sent_at	TEXT	0		0		
stripe_invoice_payments	ga4_purchase_error	TEXT	0		0		
stripe_invoice_payments	updated_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
stripe_subscription_versions	stripe_subscription_id	TEXT	1		1	sqlite_autoindex_stripe_subscription_versions_1	
stripe_subscription_versions	last_event_created	INTEGER	1		0		
stripe_subscription_versions	last_event_id	TEXT	1		0		
stripe_subscription_versions	updated_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
stripe_webhook_events	id	TEXT	1		1	sqlite_autoindex_stripe_webhook_events_1	
stripe_webhook_events	stripe_event_id	TEXT	1		0	CREATE UNIQUE INDEX `stripe_webhook_events_stripe_event_id_unique` ON `stripe_webhook_events` (`stripe_event_id`)	
stripe_webhook_events	event_type	TEXT	0		0		
stripe_webhook_events	status	TEXT	1	'pending'	0	CREATE INDEX `stripe_webhook_events_retry_idx` ON `stripe_webhook_events` (`status`,`next_attempt_at`)	
stripe_webhook_events	payload	TEXT	0		0		
stripe_webhook_events	error	TEXT	0		0		
stripe_webhook_events	claimed_at	TEXT	0		0		
stripe_webhook_events	lease_expires_at	TEXT	0		0		
stripe_webhook_events	claim_token	TEXT	0		0		
stripe_webhook_events	next_attempt_at	TEXT	0		0	CREATE INDEX `stripe_webhook_events_retry_idx` ON `stripe_webhook_events` (`status`,`next_attempt_at`)	
stripe_webhook_events	dead_lettered_at	TEXT	0		0		
stripe_webhook_events	attempt_count	INTEGER	1	0	0		
stripe_webhook_events	created_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
subscription	id	TEXT	1		1	sqlite_autoindex_subscription_1	
subscription	plan	TEXT	1		0		
subscription	referenceId	TEXT	1		0	CREATE INDEX `subscription_referenceId_idx` ON `subscription` (`referenceId`)	
subscription	stripeCustomerId	TEXT	0		0		
subscription	stripeSubscriptionId	TEXT	0		0	CREATE UNIQUE INDEX `subscription_stripeSubscriptionId_unique` ON `subscription` (`stripeSubscriptionId`)	
subscription	status	TEXT	1	'incomplete'	0	CREATE INDEX `subscription_status_idx` ON `subscription` (`status`)	
subscription	periodStart	INTEGER	0		0		
subscription	periodEnd	INTEGER	0		0		
subscription	trialStart	INTEGER	0		0		
subscription	trialEnd	INTEGER	0		0		
subscription	cancelAtPeriodEnd	INTEGER	1	0	0		
subscription	cancelAt	INTEGER	0		0		
subscription	canceledAt	INTEGER	0		0		
subscription	endedAt	INTEGER	0		0		
subscription	seats	INTEGER	0		0		
subscription	billingInterval	TEXT	0		0		
subscription	stripeScheduleId	TEXT	0		0		
team	id	TEXT	1		1	sqlite_autoindex_team_1	
team	name	TEXT	1		0		
team	memberCount	INTEGER	1	0	0		
team	organizationId	TEXT	1		0	CREATE INDEX `team_organizationId_idx` ON `team` (`organizationId`)	group 0 organizationId -> organization.id ON DELETE CASCADE
team	createdAt	INTEGER	1	unixepoch()	0		
team	updatedAt	INTEGER	0		0		
teamMember	id	TEXT	1		1	sqlite_autoindex_teamMember_1	
teamMember	teamId	TEXT	1		0	CREATE INDEX `teamMember_teamId_idx` ON `teamMember` (`teamId`)	group 1 teamId -> team.id ON DELETE CASCADE
teamMember	userId	TEXT	1		0	CREATE INDEX `teamMember_userId_idx` ON `teamMember` (`userId`)	group 0 userId -> user.id ON DELETE CASCADE
teamMember	membershipKey	TEXT	0		0	CREATE UNIQUE INDEX `teamMember_membershipKey_unique` ON `teamMember` (`membershipKey`)	
teamMember	createdAt	INTEGER	1	unixepoch()	0		
usage_events	id	TEXT	1		1	sqlite_autoindex_usage_events_1	
usage_events	organization_id	TEXT	1		0	CREATE UNIQUE INDEX `usage_events_organization_id_idempotency_key_unique` ON `usage_events` (`organization_id`,`idempotency_key`); CREATE INDEX `usage_events_organization_resource_created_idx` ON `usage_events` (`organization_id`,`resource`,`created_at`)	group 1 organization_id -> organization.id ON DELETE CASCADE
usage_events	site_id	TEXT	0		0	CREATE INDEX `usage_events_site_created_idx` ON `usage_events` (`site_id`,`created_at`)	group 0 site_id -> sites.id ON DELETE SET NULL
usage_events	resource	TEXT	1		0	CREATE INDEX `usage_events_organization_resource_created_idx` ON `usage_events` (`organization_id`,`resource`,`created_at`)	
usage_events	source	TEXT	1		0		
usage_events	provider	TEXT	0		0		
usage_events	channel	TEXT	0		0		
usage_events	session_id	TEXT	0		0		
usage_events	quantity	INTEGER	1		0		
usage_events	unit	TEXT	1		0		
usage_events	metadata_json	TEXT	0		0		
usage_events	idempotency_key	TEXT	1		0	CREATE UNIQUE INDEX `usage_events_organization_id_idempotency_key_unique` ON `usage_events` (`organization_id`,`idempotency_key`)	
usage_events	created_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	CREATE INDEX `usage_events_site_created_idx` ON `usage_events` (`site_id`,`created_at`); CREATE INDEX `usage_events_organization_resource_created_idx` ON `usage_events` (`organization_id`,`resource`,`created_at`)	
usage_quota_grants	id	TEXT	1		1	sqlite_autoindex_usage_quota_grants_1	
usage_quota_grants	organization_id	TEXT	1		0	CREATE UNIQUE INDEX `usage_quota_grants_organization_id_idempotency_key_unique` ON `usage_quota_grants` (`organization_id`,`idempotency_key`); CREATE INDEX `usage_quota_grants_active_idx` ON `usage_quota_grants` (`organization_id`,`resource`,`period_start`,`period_end`)	group 1 organization_id -> organization.id ON DELETE CASCADE
usage_quota_grants	resource	TEXT	1		0	CREATE INDEX `usage_quota_grants_active_idx` ON `usage_quota_grants` (`organization_id`,`resource`,`period_start`,`period_end`)	
usage_quota_grants	quantity	INTEGER	1		0		
usage_quota_grants	unit	TEXT	1		0		
usage_quota_grants	period_key	TEXT	1		0		
usage_quota_grants	period_start	TEXT	1		0	CREATE INDEX `usage_quota_grants_active_idx` ON `usage_quota_grants` (`organization_id`,`resource`,`period_start`,`period_end`)	
usage_quota_grants	period_end	TEXT	0		0	CREATE INDEX `usage_quota_grants_active_idx` ON `usage_quota_grants` (`organization_id`,`resource`,`period_start`,`period_end`)	
usage_quota_grants	grant_type	TEXT	1		0		
usage_quota_grants	reason	TEXT	1		0		
usage_quota_grants	created_by	TEXT	0		0		group 0 created_by -> user.id ON DELETE SET NULL
usage_quota_grants	idempotency_key	TEXT	1		0	CREATE UNIQUE INDEX `usage_quota_grants_organization_id_idempotency_key_unique` ON `usage_quota_grants` (`organization_id`,`idempotency_key`)	
usage_quota_grants	applied_at	TEXT	0		0		
usage_quota_grants	created_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
user	id	TEXT	1		1	sqlite_autoindex_user_1	
user	name	TEXT	1		0		
user	email	TEXT	1		0	CREATE UNIQUE INDEX `user_email_unique` ON `user` (`email`)	
user	emailVerified	INTEGER	1	0	0		
user	image	TEXT	0		0		
user	phoneNumber	TEXT	0		0	CREATE UNIQUE INDEX `user_phoneNumber_unique` ON `user` (`phoneNumber`)	
user	phoneNumberVerified	INTEGER	1	0	0		
user	role	TEXT	0	'user'	0		
user	banned	INTEGER	0	0	0		
user	banReason	TEXT	0		0		
user	banExpires	INTEGER	0		0		
user	isAnonymous	INTEGER	1	0	0		
user	stripeCustomerId	TEXT	0		0		
user	createdAt	INTEGER	1	unixepoch()	0		
user	updatedAt	INTEGER	1	unixepoch()	0		
user_workspace_state	user_id	TEXT	1		1	sqlite_autoindex_user_workspace_state_1	group 4 user_id -> user.id ON DELETE CASCADE
user_workspace_state	organization_id	TEXT	0		0		group 0 organization_id -> sites.organization_id ON DELETE NO ACTION; group 3 organization_id -> organization.id ON DELETE SET NULL
user_workspace_state	site_id	TEXT	0		0		group 0 site_id -> sites.id ON DELETE NO ACTION; group 2 site_id -> sites.id ON DELETE SET NULL
user_workspace_state	location_id	TEXT	0		0		group 1 location_id -> business_locations.id ON DELETE SET NULL
user_workspace_state	created_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
user_workspace_state	updated_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
user_workspace_state	whatsapp_pending_confirmation	TEXT	0		0		
user_workspace_state	whatsapp_last_inbound_id	TEXT	0		0		
user_workspace_state	whatsapp_updated_at	TEXT	0		0		
verification	id	TEXT	1		1	sqlite_autoindex_verification_1	
verification	identifier	TEXT	1		0		
verification	value	TEXT	1		0		
verification	expiresAt	INTEGER	1		0		
verification	createdAt	INTEGER	1	unixepoch()	0		
verification	updatedAt	INTEGER	1	unixepoch()	0		
