table	column	type	not_null	default	primary_key	indexes	foreign_keys
oauthConsent	clientId	TEXT	1		0	CREATE UNIQUE INDEX `oauthConsent_clientId_userId_unique` ON `oauthConsent` (`clientId`,`userId`)	
oauthConsent	userId	TEXT	1		0	CREATE UNIQUE INDEX `oauthConsent_clientId_userId_unique` ON `oauthConsent` (`clientId`,`userId`)	
oauthConsent	scopes	TEXT	1	''	0		
oauthConsent	createdAt	INTEGER	1		0		
oauthConsent	updatedAt	INTEGER	1		0		
oauthConsent	referenceId	TEXT	0		0		
oauthConsent	resources	TEXT	0		0		
oauthConsent	requestedUserInfoClaims	TEXT	0		0		
oauthRefreshToken	id	TEXT	1		1	sqlite_autoindex_oauthRefreshToken_1	
oauthRefreshToken	clientId	TEXT	1		0		
oauthRefreshToken	userId	TEXT	0		0		
oauthRefreshToken	token	TEXT	1		0	CREATE UNIQUE INDEX `oauthRefreshToken_token_unique` ON `oauthRefreshToken` (`token`)	
oauthRefreshToken	scopes	TEXT	1	''	0		
oauthRefreshToken	authorizationCodeId	TEXT	0		0		
oauthRefreshToken	resources	TEXT	0		0		
oauthRefreshToken	requestedUserInfoClaims	TEXT	0		0		
oauthRefreshToken	expiresAt	INTEGER	1		0		
oauthRefreshToken	createdAt	INTEGER	1		0		
oauthRefreshToken	sessionId	TEXT	0		0		
oauthRefreshToken	referenceId	TEXT	0		0		
oauthRefreshToken	revoked	INTEGER	0		0		
oauthRefreshToken	rotatedAt	INTEGER	0		0		
oauthRefreshToken	rotationReplayResponse	TEXT	0		0		
oauthRefreshToken	rotationReplayExpiresAt	INTEGER	0		0		
oauthRefreshToken	authTime	INTEGER	0		0		
oauthRefreshToken	confirmation	TEXT	0		0		
oauthResource	id	TEXT	1		1	sqlite_autoindex_oauthResource_1	
oauthResource	identifier	TEXT	1		0	CREATE UNIQUE INDEX `oauthResource_identifier_unique` ON `oauthResource` (`identifier`)	
oauthResource	name	TEXT	1		0		
oauthResource	accessTokenTtl	INTEGER	0		0		
oauthResource	refreshTokenTtl	INTEGER	0		0		
oauthResource	signingAlgorithm	TEXT	0		0		
oauthResource	signingKeyId	TEXT	0		0		
oauthResource	allowedScopes	TEXT	0		0		
oauthResource	customClaims	TEXT	0		0		
oauthResource	dpopBoundAccessTokensRequired	INTEGER	1	0	0		
oauthResource	disabled	INTEGER	1	0	0		
oauthResource	createdAt	INTEGER	1		0		
oauthResource	updatedAt	INTEGER	1		0		
oauthResource	policyVersion	INTEGER	1	1	0		
oauthResource	metadata	TEXT	0		0		
offerings	id	TEXT	1		1	sqlite_autoindex_offerings_1	
offerings	organization_id	TEXT	1		0	CREATE UNIQUE INDEX `offerings_organization_id_site_id_slug_unique` ON `offerings` (`organization_id`,`site_id`,`slug`)	group 0 organization_id -> sites.organization_id ON DELETE CASCADE; group 3 organization_id -> organization.id ON DELETE CASCADE
offerings	site_id	TEXT	1		0	CREATE UNIQUE INDEX `offerings_organization_id_site_id_slug_unique` ON `offerings` (`organization_id`,`site_id`,`slug`); CREATE INDEX `offerings_site_sort_idx` ON `offerings` (`site_id`,`sort_order`)	group 0 site_id -> sites.id ON DELETE CASCADE; group 2 site_id -> sites.id ON DELETE CASCADE
offerings	location_id	TEXT	0		0		group 1 location_id -> business_locations.id ON DELETE SET NULL
offerings	name	TEXT	1		0		
offerings	slug	TEXT	1		0	CREATE UNIQUE INDEX `offerings_organization_id_site_id_slug_unique` ON `offerings` (`organization_id`,`site_id`,`slug`)	
offerings	label	TEXT	0		0		
offerings	summary	TEXT	0		0		
offerings	short_description	TEXT	0		0		
offerings	body	TEXT	0		0		
offerings	features	TEXT	0		0		
offerings	faqs	TEXT	0		0		
offerings	cta_label	TEXT	0		0		
offerings	cta_url	TEXT	0		0		
offerings	schema_type	TEXT	0		0		
offerings	seo_title	TEXT	0		0		
offerings	seo_description	TEXT	0		0		
offerings	canonical_path	TEXT	0		0		
offerings	sort_order	INTEGER	1	0	0	CREATE INDEX `offerings_site_sort_idx` ON `offerings` (`site_id`,`sort_order`)	
offerings	featured	INTEGER	1	0	0		
offerings	source	TEXT	1	'manual'	0		
offerings	source_ref	TEXT	0		0		
offerings	created_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
offerings	updated_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
offerings	updated_by	TEXT	0		0		
onboarding_drafts	id	TEXT	1		1	sqlite_autoindex_onboarding_drafts_1	
onboarding_drafts	user_id	TEXT	1		0	CREATE INDEX `onboarding_drafts_user_id_idx` ON `onboarding_drafts` (`user_id`); CREATE UNIQUE INDEX `idx_onboarding_drafts_active_user_unique` ON `onboarding_drafts` (`user_id`) WHERE status = 'active'	group 2 user_id -> user.id ON DELETE CASCADE
onboarding_drafts	organization_id	TEXT	0		0		group 1 organization_id -> organization.id ON DELETE SET NULL
onboarding_drafts	name	TEXT	1		0		
onboarding_drafts	vertical	TEXT	1		0		
onboarding_drafts	subdomain_candidate	TEXT	0		0		
onboarding_drafts	source_type	TEXT	1		0		
onboarding_drafts	status	TEXT	1	'active'	0		
onboarding_drafts	payload_json	TEXT	1		0		
onboarding_drafts	committed_site_id	TEXT	0		0		group 0 committed_site_id -> sites.id ON DELETE SET NULL
onboarding_drafts	committed_at	TEXT	0		0		
onboarding_drafts	created_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
onboarding_drafts	updated_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
organization	id	TEXT	1		1	sqlite_autoindex_organization_1	
organization	name	TEXT	1		0		
organization	slug	TEXT	1		0	CREATE UNIQUE INDEX `organization_slug_unique` ON `organization` (`slug`)	
organization	logo	TEXT	0		0		
organization	metadata	TEXT	0		0		
organization	stripeCustomerId	TEXT	0		0	CREATE UNIQUE INDEX `organization_stripeCustomerId_unique` ON `organization` (`stripeCustomerId`)	
organization	createdAt	INTEGER	1	unixepoch()	0		
organization_billing	organization_id	TEXT	1		1	sqlite_autoindex_organization_billing_1	group 0 organization_id -> organization.id ON DELETE CASCADE
organization_billing	payment_status	TEXT	1	'unknown'	0		
organization_billing	paid_through	TEXT	0		0		
organization_billing	past_due_since	TEXT	0		0		
organization_billing	last_paid_invoice_id	TEXT	0		0		
organization_billing	last_payment_event_created	INTEGER	0		0		
organization_billing	last_payment_event_id	TEXT	0		0		
organization_billing	access_plan	TEXT	1	'free'	0		
organization_billing	access_expires_at	TEXT	0		0		
organization_billing	updated_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
prices	id	TEXT	1		1	sqlite_autoindex_prices_1	
prices	organization_id	TEXT	1		0	CREATE INDEX `prices_product_validity_idx` ON `prices` (`organization_id`,`site_id`,`product_id`,`valid_from`,`valid_until`)	group 0 organization_id -> products.organization_id ON DELETE CASCADE; group 4 organization_id -> organization.id ON DELETE CASCADE
prices	site_id	TEXT	1		0	CREATE INDEX `prices_site_location_validity_idx` ON `prices` (`site_id`,`location_id`,`valid_from`,`valid_until`); CREATE INDEX `prices_product_validity_idx` ON `prices` (`organization_id`,`site_id`,`product_id`,`valid_from`,`valid_until`)	group 0 site_id -> products.site_id ON DELETE CASCADE; group 3 site_id -> sites.id ON DELETE CASCADE
prices	location_id	TEXT	1		0	CREATE INDEX `prices_site_location_validity_idx` ON `prices` (`site_id`,`location_id`,`valid_from`,`valid_until`)	group 0 location_id -> products.location_id ON DELETE CASCADE; group 2 location_id -> business_locations.id ON DELETE CASCADE
prices	product_id	TEXT	1		0	CREATE INDEX `prices_product_validity_idx` ON `prices` (`organization_id`,`site_id`,`product_id`,`valid_from`,`valid_until`)	group 0 product_id -> products.id ON DELETE CASCADE; group 1 product_id -> products.id ON DELETE CASCADE
prices	amount_minor	INTEGER	1		0		
prices	currency	TEXT	1		0		
prices	unit	TEXT	1	'item'	0		
prices	tax_behavior	TEXT	1	'unspecified'	0		
prices	compare_at_amount_minor	INTEGER	0		0		
prices	valid_from	TEXT	1		0	CREATE INDEX `prices_site_location_validity_idx` ON `prices` (`site_id`,`location_id`,`valid_from`,`valid_until`); CREATE INDEX `prices_product_validity_idx` ON `prices` (`organization_id`,`site_id`,`product_id`,`valid_from`,`valid_until`)	
prices	valid_until	TEXT	0		0	CREATE INDEX `prices_site_location_validity_idx` ON `prices` (`site_id`,`location_id`,`valid_from`,`valid_until`); CREATE INDEX `prices_product_validity_idx` ON `prices` (`organization_id`,`site_id`,`product_id`,`valid_from`,`valid_until`)	
prices	provenance	TEXT	1		0		
prices	created_by	TEXT	1		0		
prices	created_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
product_categories	id	TEXT	1		1	CREATE UNIQUE INDEX `product_categories_scope_id_unique` ON `product_categories` (`organization_id`,`site_id`,`location_id`,`product_type`,`id`); sqlite_autoindex_product_categories_1	
product_categories	organization_id	TEXT	1		0	CREATE UNIQUE INDEX `product_categories_scope_id_unique` ON `product_categories` (`organization_id`,`site_id`,`location_id`,`product_type`,`id`)	group 0 organization_id -> business_locations.organization_id ON DELETE CASCADE; group 3 organization_id -> organization.id ON DELETE CASCADE
product_categories	site_id	TEXT	1		0	CREATE UNIQUE INDEX `product_categories_location_type_name_unique` ON `product_categories` (`site_id`,`location_id`,`product_type`,`name`); CREATE UNIQUE INDEX `product_categories_location_type_slug_unique` ON `product_categories` (`site_id`,`location_id`,`product_type`,`slug`); CREATE UNIQUE INDEX `product_categories_scope_id_unique` ON `product_categories` (`organization_id`,`site_id`,`location_id`,`product_type`,`id`); CREATE INDEX `product_categories_location_type_sort_idx` ON `product_categories` (`site_id`,`location_id`,`product_type`,`sort_order`)	group 0 site_id -> business_locations.site_id ON DELETE CASCADE; group 2 site_id -> sites.id ON DELETE CASCADE
product_categories	location_id	TEXT	1		0	CREATE UNIQUE INDEX `product_categories_location_type_name_unique` ON `product_categories` (`site_id`,`location_id`,`product_type`,`name`); CREATE UNIQUE INDEX `product_categories_location_type_slug_unique` ON `product_categories` (`site_id`,`location_id`,`product_type`,`slug`); CREATE UNIQUE INDEX `product_categories_scope_id_unique` ON `product_categories` (`organization_id`,`site_id`,`location_id`,`product_type`,`id`); CREATE INDEX `product_categories_location_type_sort_idx` ON `product_categories` (`site_id`,`location_id`,`product_type`,`sort_order`)	group 0 location_id -> business_locations.id ON DELETE CASCADE; group 1 location_id -> business_locations.id ON DELETE CASCADE
product_categories	product_type	TEXT	1	'standard'	0	CREATE UNIQUE INDEX `product_categories_location_type_name_unique` ON `product_categories` (`site_id`,`location_id`,`product_type`,`name`); CREATE UNIQUE INDEX `product_categories_location_type_slug_unique` ON `product_categories` (`site_id`,`location_id`,`product_type`,`slug`); CREATE UNIQUE INDEX `product_categories_scope_id_unique` ON `product_categories` (`organization_id`,`site_id`,`location_id`,`product_type`,`id`); CREATE INDEX `product_categories_location_type_sort_idx` ON `product_categories` (`site_id`,`location_id`,`product_type`,`sort_order`)	
product_categories	name	TEXT	1		0	CREATE UNIQUE INDEX `product_categories_location_type_name_unique` ON `product_categories` (`site_id`,`location_id`,`product_type`,`name`)	
product_categories	slug	TEXT	1		0	CREATE UNIQUE INDEX `product_categories_location_type_slug_unique` ON `product_categories` (`site_id`,`location_id`,`product_type`,`slug`)	
product_categories	sort_order	INTEGER	1		0	CREATE INDEX `product_categories_location_type_sort_idx` ON `product_categories` (`site_id`,`location_id`,`product_type`,`sort_order`)	
product_categories	created_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
product_categories	updated_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
product_categories	created_by	TEXT	1		0		
product_categories	updated_by	TEXT	1		0		
products	experience_json	TEXT	0		0		
products	id	TEXT	1		1	CREATE UNIQUE INDEX `products_org_site_id_unique` ON `products` (`organization_id`,`site_id`,`id`); CREATE UNIQUE INDEX `products_scope_id_unique` ON `products` (`organization_id`,`site_id`,`location_id`,`id`); sqlite_autoindex_products_1	
products	organization_id	TEXT	1		0	CREATE UNIQUE INDEX `products_org_site_id_unique` ON `products` (`organization_id`,`site_id`,`id`); CREATE UNIQUE INDEX `products_scope_id_unique` ON `products` (`organization_id`,`site_id`,`location_id`,`id`)	group 0 organization_id -> product_categories.organization_id ON DELETE CASCADE; group 1 organization_id -> business_locations.organization_id ON DELETE CASCADE; group 4 organization_id -> organization.id ON DELETE CASCADE
products	site_id	TEXT	1		0	CREATE UNIQUE INDEX `products_site_location_slug_unique` ON `products` (`site_id`,`location_id`,`slug`); CREATE UNIQUE INDEX `products_org_site_id_unique` ON `products` (`organization_id`,`site_id`,`id`); CREATE UNIQUE INDEX `products_scope_id_unique` ON `products` (`organization_id`,`site_id`,`location_id`,`id`); CREATE INDEX `products_site_location_featured_sort_idx` ON `products` (`site_id`,`location_id`,`featured`,`featured_sort_order`); CREATE INDEX `products_site_location_visible_sort_idx` ON `products` (`site_id`,`location_id`,`is_visible`,`sort_order`); CREATE INDEX `products_site_location_type_sort_order_idx` ON `products` (`site_id`,`location_id`,`product_type`,`sort_order`)	group 0 site_id -> product_categories.site_id ON DELETE CASCADE; group 1 site_id -> business_locations.site_id ON DELETE CASCADE; group 3 site_id -> sites.id ON DELETE CASCADE
products	location_id	TEXT	1		0	CREATE UNIQUE INDEX `products_site_location_slug_unique` ON `products` (`site_id`,`location_id`,`slug`); CREATE UNIQUE INDEX `products_scope_id_unique` ON `products` (`organization_id`,`site_id`,`location_id`,`id`); CREATE INDEX `products_site_location_featured_sort_idx` ON `products` (`site_id`,`location_id`,`featured`,`featured_sort_order`); CREATE INDEX `products_site_location_visible_sort_idx` ON `products` (`site_id`,`location_id`,`is_visible`,`sort_order`); CREATE INDEX `products_site_location_type_sort_order_idx` ON `products` (`site_id`,`location_id`,`product_type`,`sort_order`)	group 0 location_id -> product_categories.location_id ON DELETE CASCADE; group 1 location_id -> business_locations.id ON DELETE CASCADE; group 2 location_id -> business_locations.id ON DELETE CASCADE
products	product_type	TEXT	1	'standard'	0	CREATE INDEX `products_site_location_type_sort_order_idx` ON `products` (`site_id`,`location_id`,`product_type`,`sort_order`)	group 0 product_type -> product_categories.product_type ON DELETE CASCADE
products	category_id	TEXT	1		0	CREATE INDEX `products_category_sort_order_idx` ON `products` (`category_id`,`sort_order`)	group 0 category_id -> product_categories.id ON DELETE CASCADE
products	name	TEXT	1		0		
products	slug	TEXT	1		0	CREATE UNIQUE INDEX `products_site_location_slug_unique` ON `products` (`site_id`,`location_id`,`slug`)	
products	description	TEXT	1	''	0		
products	order_url	TEXT	0		0		
products	is_visible	INTEGER	1	1	0	CREATE INDEX `products_site_location_visible_sort_idx` ON `products` (`site_id`,`location_id`,`is_visible`,`sort_order`)	
products	available	INTEGER	1	1	0		
products	featured	INTEGER	1	0	0	CREATE INDEX `products_site_location_featured_sort_idx` ON `products` (`site_id`,`location_id`,`featured`,`featured_sort_order`)	
products	featured_sort_order	INTEGER	1	0	0	CREATE INDEX `products_site_location_featured_sort_idx` ON `products` (`site_id`,`location_id`,`featured`,`featured_sort_order`)	
products	sort_order	INTEGER	1		0	CREATE INDEX `products_site_location_visible_sort_idx` ON `products` (`site_id`,`location_id`,`is_visible`,`sort_order`); CREATE INDEX `products_site_location_type_sort_order_idx` ON `products` (`site_id`,`location_id`,`product_type`,`sort_order`); CREATE INDEX `products_category_sort_order_idx` ON `products` (`category_id`,`sort_order`)	
products	tags_json	TEXT	1	'[]'	0		
products	details_json	TEXT	1	'[]'	0		
products	seo_title	TEXT	0		0		
products	seo_description	TEXT	0		0		
products	canonical_url	TEXT	0		0		
products	robots	TEXT	0		0		
products	source	TEXT	1	'manual'	0		
products	created_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
products	updated_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
products	created_by	TEXT	1		0		
products	updated_by	TEXT	1		0		
public_resource_cache_invalidations	id	TEXT	1		1	sqlite_autoindex_public_resource_cache_invalidations_1	
public_resource_cache_invalidations	site_id	TEXT	1		0	CREATE INDEX `public_resource_cache_invalidations_site_idx` ON `public_resource_cache_invalidations` (`site_id`,`status`)	group 0 site_id -> sites.id ON DELETE CASCADE
public_resource_cache_invalidations	reason	TEXT	1		0		
public_resource_cache_invalidations	status	TEXT	1	'pending'	0	CREATE INDEX `public_resource_cache_invalidations_site_idx` ON `public_resource_cache_invalidations` (`site_id`,`status`); CREATE INDEX `public_resource_cache_invalidations_status_idx` ON `public_resource_cache_invalidations` (`status`,`created_at`)	
public_resource_cache_invalidations	attempt_count	INTEGER	1	0	0		
public_resource_cache_invalidations	claimed_at	TEXT	0		0		
public_resource_cache_invalidations	processed_at	TEXT	0		0		
public_resource_cache_invalidations	last_error	TEXT	0		0		
public_resource_cache_invalidations	created_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	CREATE INDEX `public_resource_cache_invalidations_status_idx` ON `public_resource_cache_invalidations` (`status`,`created_at`)	
rate_limits	key	TEXT	1		1	sqlite_autoindex_rate_limits_1	
rate_limits	count	INTEGER	1	0	0		
rate_limits	updated_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
rate_limits	expires_at	TEXT	0		0	CREATE INDEX `idx_rate_limits_expires` ON `rate_limits` (`expires_at`)	
requests	id	TEXT	1		1	CREATE UNIQUE INDEX `requests_scope_id_unique` ON `requests` (`organization_id`,`site_id`,`id`); CREATE UNIQUE INDEX `requests_review_owner_unique` ON `requests` (`organization_id`,`site_id`,`id`,`kind`); sqlite_autoindex_requests_1	
requests	kind	TEXT	1		0	CREATE INDEX `requests_work_queue_idx` ON `requests` (`kind`,`status`,`priority`,`created_at`); CREATE INDEX `requests_booking_slot_idx` ON `requests` (`site_id`,`kind`,`location_id`,`product_id`,`booking_date`,`time_slot`,`status`); CREATE UNIQUE INDEX `requests_review_owner_unique` ON `requests` (`organization_id`,`site_id`,`id`,`kind`)	
requests	organization_id	TEXT	0		0	CREATE INDEX `requests_org_created_idx` ON `requests` (`organization_id`,`created_at`); CREATE UNIQUE INDEX `requests_scope_id_unique` ON `requests` (`organization_id`,`site_id`,`id`); CREATE UNIQUE INDEX `requests_review_owner_unique` ON `requests` (`organization_id`,`site_id`,`id`,`kind`)	group 0 organization_id -> products.organization_id ON DELETE NO ACTION; group 1 organization_id -> products.organization_id ON DELETE NO ACTION; group 2 organization_id -> business_locations.organization_id ON DELETE NO ACTION; group 3 organization_id -> sites.organization_id ON DELETE CASCADE; group 10 organization_id -> organization.id ON DELETE CASCADE
requests	site_id	TEXT	0		0	CREATE INDEX `requests_booking_slot_idx` ON `requests` (`site_id`,`kind`,`location_id`,`product_id`,`booking_date`,`time_slot`,`status`); CREATE INDEX `requests_site_activity_idx` ON `requests` (`site_id`,`conversation_state`,`updated_at`); CREATE UNIQUE INDEX `requests_scope_id_unique` ON `requests` (`organization_id`,`site_id`,`id`); CREATE UNIQUE INDEX `requests_review_owner_unique` ON `requests` (`organization_id`,`site_id`,`id`,`kind`)	group 0 site_id -> products.site_id ON DELETE NO ACTION; group 1 site_id -> products.site_id ON DELETE NO ACTION; group 2 site_id -> business_locations.site_id ON DELETE NO ACTION; group 3 site_id -> sites.id ON DELETE CASCADE; group 9 site_id -> sites.id ON DELETE CASCADE
requests	location_id	TEXT	0		0	CREATE INDEX `requests_booking_slot_idx` ON `requests` (`site_id`,`kind`,`location_id`,`product_id`,`booking_date`,`time_slot`,`status`)	group 0 location_id -> products.location_id ON DELETE NO ACTION; group 2 location_id -> business_locations.id ON DELETE NO ACTION; group 8 location_id -> business_locations.id ON DELETE SET NULL
requests	product_id	TEXT	0		0	CREATE INDEX `requests_booking_slot_idx` ON `requests` (`site_id`,`kind`,`location_id`,`product_id`,`booking_date`,`time_slot`,`status`)	group 0 product_id -> products.id ON DELETE NO ACTION; group 1 product_id -> products.id ON DELETE NO ACTION; group 7 product_id -> products.id ON DELETE SET NULL
requests	customer_id	TEXT	0		0	CREATE INDEX `requests_customer_idx` ON `requests` (`customer_id`)	group 6 customer_id -> customers.id ON DELETE SET NULL
requests	assigned_to	TEXT	0		0		group 5 assigned_to -> user.id ON DELETE SET NULL
requests	review_id	TEXT	0		0		group 4 review_id -> reviews.id ON DELETE SET NULL
requests	status	TEXT	0		0	CREATE INDEX `requests_work_queue_idx` ON `requests` (`kind`,`status`,`priority`,`created_at`); CREATE INDEX `requests_booking_slot_idx` ON `requests` (`site_id`,`kind`,`location_id`,`product_id`,`booking_date`,`time_slot`,`status`)	
requests	priority	TEXT	0		0	CREATE INDEX `requests_work_queue_idx` ON `requests` (`kind`,`status`,`priority`,`created_at`)	
requests	booking_date	TEXT	0		0	CREATE INDEX `requests_booking_slot_idx` ON `requests` (`site_id`,`kind`,`location_id`,`product_id`,`booking_date`,`time_slot`,`status`)	
requests	time_slot	TEXT	0		0	CREATE INDEX `requests_booking_slot_idx` ON `requests` (`site_id`,`kind`,`location_id`,`product_id`,`booking_date`,`time_slot`,`status`)	
requests	party_size	INTEGER	0		0		
requests	conversation_state	TEXT	0		0	CREATE INDEX `requests_site_activity_idx` ON `requests` (`site_id`,`conversation_state`,`updated_at`)	
requests	resolved_at	TEXT	0		0		
requests	payload_json	TEXT	1		0		
requests	created_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	CREATE INDEX `requests_org_created_idx` ON `requests` (`organization_id`,`created_at`); CREATE INDEX `requests_work_queue_idx` ON `requests` (`kind`,`status`,`priority`,`created_at`)	
requests	updated_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0	CREATE INDEX `requests_site_activity_idx` ON `requests` (`site_id`,`conversation_state`,`updated_at`)	
resource_localizations	id	TEXT	1		1	sqlite_autoindex_resource_localizations_1	
resource_localizations	organization_id	TEXT	1		0	CREATE UNIQUE INDEX `resource_localizations_org_site_resource_locale_unique` ON `resource_localizations` (`organization_id`,`site_id`,`resource_type`,`resource_id`,`locale`)	group 0 organization_id -> site_locales.organization_id ON DELETE CASCADE
resource_localizations	site_id	TEXT	1		0	CREATE UNIQUE INDEX `resource_localizations_org_site_resource_locale_unique` ON `resource_localizations` (`organization_id`,`site_id`,`resource_type`,`resource_id`,`locale`); CREATE INDEX `resource_localizations_site_locale_type_idx` ON `resource_localizations` (`site_id`,`locale`,`resource_type`); CREATE UNIQUE INDEX `resource_localizations_site_locale_route_unique` ON `resource_localizations` (`site_id`,`locale`,`route_path`) WHERE route_path IS NOT NULL	group 0 site_id -> site_locales.site_id ON DELETE CASCADE
resource_localizations	resource_type	TEXT	1		0	CREATE UNIQUE INDEX `resource_localizations_org_site_resource_locale_unique` ON `resource_localizations` (`organization_id`,`site_id`,`resource_type`,`resource_id`,`locale`); CREATE INDEX `resource_localizations_resource_idx` ON `resource_localizations` (`resource_type`,`resource_id`); CREATE INDEX `resource_localizations_site_locale_type_idx` ON `resource_localizations` (`site_id`,`locale`,`resource_type`)	
resource_localizations	resource_id	TEXT	1		0	CREATE UNIQUE INDEX `resource_localizations_org_site_resource_locale_unique` ON `resource_localizations` (`organization_id`,`site_id`,`resource_type`,`resource_id`,`locale`); CREATE INDEX `resource_localizations_resource_idx` ON `resource_localizations` (`resource_type`,`resource_id`)	
resource_localizations	locale	TEXT	1		0	CREATE UNIQUE INDEX `resource_localizations_org_site_resource_locale_unique` ON `resource_localizations` (`organization_id`,`site_id`,`resource_type`,`resource_id`,`locale`); CREATE INDEX `resource_localizations_site_locale_type_idx` ON `resource_localizations` (`site_id`,`locale`,`resource_type`); CREATE UNIQUE INDEX `resource_localizations_site_locale_route_unique` ON `resource_localizations` (`site_id`,`locale`,`route_path`) WHERE route_path IS NOT NULL	group 0 locale -> site_locales.locale ON DELETE CASCADE
resource_localizations	values_json	TEXT	1		0		
resource_localizations	route_path	TEXT	0		0	CREATE UNIQUE INDEX `resource_localizations_site_locale_route_unique` ON `resource_localizations` (`site_id`,`locale`,`route_path`) WHERE route_path IS NOT NULL	
resource_localizations	created_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
resource_localizations	created_by_user_id	TEXT	1		0		
resource_localizations	updated_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
resource_localizations	updated_by_user_id	TEXT	1		0		
review_requests	id	TEXT	1		1	sqlite_autoindex_review_requests_1	
review_requests	organization_id	TEXT	1		0	CREATE INDEX `review_requests_organization_id_idx` ON `review_requests` (`organization_id`)	group 0 organization_id -> sites.organization_id ON DELETE CASCADE; group 1 organization_id -> requests.organization_id ON DELETE CASCADE; group 7 organization_id -> organization.id ON DELETE CASCADE
review_requests	site_id	TEXT	1		0	CREATE INDEX `idx_review_requests_send_due` ON `review_requests` (`site_id`,`first_sent_at`,`reminder_sent_at`,`submitted_at`,`expires_at`); CREATE UNIQUE INDEX `idx_review_requests_active_booking_unique` ON `review_requests` (`site_id`,`booking_type`,`booking_id`) WHERE revoked_at IS NULL AND submitted_at IS NULL	group 0 site_id -> sites.id ON DELETE CASCADE; group 1 site_id -> requests.site_id ON DELETE CASCADE; group 6 site_id -> sites.id ON DELETE CASCADE
review_requests	location_id	TEXT	0		0		group 5 location_id -> business_locations.id ON DELETE SET NULL
review_requests	customer_id	TEXT	1		0		group 4 customer_id -> customers.id ON DELETE CASCADE
review_requests	booking_type	TEXT	1		0	CREATE UNIQUE INDEX `idx_review_requests_active_booking_unique` ON `review_requests` (`site_id`,`booking_type`,`booking_id`) WHERE revoked_at IS NULL AND submitted_at IS NULL	group 1 booking_type -> requests.kind ON DELETE CASCADE
review_requests	booking_id	TEXT	1		0	CREATE UNIQUE INDEX `idx_review_requests_active_booking_unique` ON `review_requests` (`site_id`,`booking_type`,`booking_id`) WHERE revoked_at IS NULL AND submitted_at IS NULL	group 1 booking_id -> requests.id ON DELETE CASCADE
review_requests	token_hash	TEXT	1		0	CREATE UNIQUE INDEX `review_requests_token_hash_unique` ON `review_requests` (`token_hash`)	
review_requests	expires_at	TEXT	1		0	CREATE INDEX `idx_review_requests_send_due` ON `review_requests` (`site_id`,`first_sent_at`,`reminder_sent_at`,`submitted_at`,`expires_at`)	
review_requests	first_sent_at	TEXT	0		0	CREATE INDEX `idx_review_requests_send_due` ON `review_requests` (`site_id`,`first_sent_at`,`reminder_sent_at`,`submitted_at`,`expires_at`)	
review_requests	reminder_sent_at	TEXT	0		0	CREATE INDEX `idx_review_requests_send_due` ON `review_requests` (`site_id`,`first_sent_at`,`reminder_sent_at`,`submitted_at`,`expires_at`)	
review_requests	submitted_at	TEXT	0		0	CREATE INDEX `idx_review_requests_send_due` ON `review_requests` (`site_id`,`first_sent_at`,`reminder_sent_at`,`submitted_at`,`expires_at`)	
review_requests	clicked_at	TEXT	0		0		
review_requests	revoked_at	TEXT	0		0		
review_requests	send_count	INTEGER	1	0	0		
review_requests	last_error	TEXT	0		0		
review_requests	anonymous_user_id	TEXT	0		0		group 3 anonymous_user_id -> user.id ON DELETE SET NULL
review_requests	user_id	TEXT	0		0		group 2 user_id -> user.id ON DELETE SET NULL
review_requests	created_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
review_requests	updated_at	TEXT	1	strftime('%Y-%m-%dT%H:%M:%fZ', 'now')	0		
reviews	id	TEXT	1		1	sqlite_autoindex_reviews_1	
